,home_team,away_team,season.x,def_team_q1,def_team_q3,def_direction_q1,def_direction_q3,game_id.x,home_team_off_direction1,home_team_off_direction3,home_team_off_direction2,home_team_off_direction4,away_team_off_direction1,away_team_off_direction3,away_team_off_direction2,away_team_off_direction4,game_id.y,game_type,week,gameday,weekday,gametime,away_score,home_score,location,roof,surface,stadium.y,n,ws,wd,HomeTeam,RoofType,Longitude,Latitude,StadiumAzimuthAngle,wind_compass
313,PHI,DAL,2016,PHI,DAL,north,south,DAL_PHI_2016,south,south,north,north,north,north,south,south,2016_17_DAL_PHI,REG,17,1/1/17,Sunday,13:00,13,27,Home,outdoors,grass,Lincoln Financial Field,7,7.76,308.8444251,PHI,Outdoor,-75.1675,39.900833,351,E
314,MIA,TEN,2018,MIA,TEN,east,,TEN_MIA_2018,west,NA,east,NA,east,NA,west,NA,2018_01_TEN_MIA,REG,1,9/9/18,Sunday,13:00,20,27,Home,outdoors,grass,Hard Rock Stadium,10,7.738,185.6578567,MIA,Outdoor,-80.238889,25.958056,302.1,S
315,TEN,JAX,2016,JAX,TEN,north,north,JAX_TEN_2016,north,south,south,north,south,north,north,south,2016_08_JAX_TEN,REG,8,10/27/16,Thursday,20:25,22,36,Home,outdoors,grass,Nissan Stadium,6,7.735,358.3038755,TEN,Outdoor,-86.771389,36.166389,334.6,N
316,CAR,NO,2017,NO,CAR,east,west,NO_CAR_2017,east,east,west,west,west,west,east,east,2017_03_NO_CAR,REG,3,9/24/17,Sunday,13:00,34,13,Home,outdoors,grass,Bank of America Stadium,6,7.705,33.16583984,CAR,Outdoor,-80.852778,35.225833,322.4,N
317,CLE,DAL,2016,DAL,CLE,east,west,DAL_CLI_2016,east,east,west,west,west,west,east,east,2016_09_DAL_CLE,REG,9,11/6/16,Sunday,13:00,35,10,Home,outdoors,grass,FirstEnergy Stadium,6,7.703333333,9.053363799,CLE,Outdoor,-81.699444,41.506111,56.1,N
318,TEN,BAL,2018,BAL,TEN,north,north,BAL_TEN_2018,north,south,south,north,south,north,north,south,2018_06_BAL_TEN,REG,6,10/14/18,Sunday,16:25,21,0,Home,outdoors,grass,Nissan Stadium,6,7.623333333,166.7907931,TEN,Outdoor,-86.771389,36.166389,334.6,S
319,BAL,CHI,2017,CHI,BAL,east,west,CHI_BLT_2017,east,east,west,west,west,west,east,east,2017_06_CHI_BAL,REG,6,10/15/17,Sunday,13:00,27,24,Home,outdoors,grass,M&T Bank Stadium,7,7.6,208.5633786,BAL,Outdoor,-76.622778,39.278056,289.5,S
320,GB,BUF,2018,GB,BUF,south,,BUF_GB_2018,north,NA,south,NA,south,NA,north,NA,2018_04_BUF_GB,REG,4,9/30/18,Sunday,13:00,0,22,Home,outdoors,grass,Lambeau Field,7,7.6,45.8164916,GB,Outdoor,-88.062222,44.501389,0,W
321,NYJ,IND,2018,NYJ,IND,north,south,IND_NYJ_2018,south,south,north,north,north,north,south,south,2018_06_IND_NYJ,REG,6,10/14/18,Sunday,13:00,34,42,Home,outdoors,fieldturf,MetLife Stadium,7,7.6,223.2701012,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,S
322,PIT,CIN,2016,CIN,PIT,north,south,CIN_PIT_2016,north,north,south,south,south,south,north,north,2016_02_CIN_PIT,REG,2,9/18/16,Sunday,13:00,16,24,Home,outdoors,grass,Heinz Field,7,7.598571429,200.3556691,PIT,Outdoor,-80.015833,40.446667,333.9,S
323,GB,DAL,2016,GB,DAL,south,,DAL_GB_2016,north,NA,south,NA,south,NA,north,NA,2016_06_DAL_GB,REG,6,10/16/16,Sunday,16:25,30,16,Home,outdoors,grass,Lambeau Field,6,7.52,69.5790663,GB,Outdoor,-88.062222,44.501389,0,W
324,KC,PHI,2017,PHI,KC,west,east,PHI_KC_2017,west,west,east,east,east,east,west,west,2017_02_PHI_KC,REG,2,9/17/17,Sunday,13:00,20,27,Home,outdoors,grass,Arrowhead Stadium,6,7.52,59.10885466,KC,Outdoor,-94.483889,39.048889,316.3,W
325,LA,PHI,2018,PHI,LA,west,,PHI_LA_2018,west,NA,east,NA,east,NA,west,NA,2018_15_PHI_LA,REG,15,12/16/18,Sunday,20:20,30,23,Home,outdoors,grass,Los Angeles Memorial Coliseum,2,7.52,265,LAR,Outdoor,-118.287778,34.014167,90,E
326,PIT,CAR,2018,PIT,CAR,south,south,CAR_PIT_2018,north,south,south,north,south,north,north,south,2018_10_CAR_PIT,REG,10,11/8/18,Thursday,20:20,21,52,Home,outdoors,grass,Heinz Field,6,7.52,60.05142176,PIT,Outdoor,-80.015833,40.446667,333.9,W
327,TB,SEA,2016,SEA,TB,south,south,SEA_TB_2016,south,north,north,south,north,south,south,north,2016_12_SEA_TB,REG,12,11/27/16,Sunday,16:05,5,14,Home,outdoors,grass,Raymond James Stadium,6,7.52,65,TB,Outdoor,-82.503333,27.975833,0,W
328,TEN,WAS,2018,TEN,WAS,south,north,WAS_TEN_2018,north,north,south,south,south,south,north,north,2018_16_WAS_TEN,REG,16,12/22/18,Saturday,16:30,16,25,Home,outdoors,grass,Nissan Stadium,6,7.52,156.6704369,TEN,Outdoor,-86.771389,36.166389,334.6,S
329,BUF,DET,2018,DET,BUF,west,west,DET_BUF_2018,west,east,east,west,east,west,west,east,2018_15_DET_BUF,REG,15,12/16/18,Sunday,13:00,13,14,Home,outdoors,a_turf,New Era Field,6,7.518333333,47.51094551,BUF,Outdoor,-78.787,42.774,302.1,W
330,LA,NO,2017,NO,LA,east,,NO_LA_2017,east,NA,west,NA,west,NA,east,NA,2017_12_NO_LA,REG,12,11/26/17,Sunday,16:25,20,26,Home,outdoors,grass,Los Angeles Memorial Coliseum,6,7.518333333,278.3637274,LAR,Outdoor,-118.287778,34.014167,90,E
331,CLE,NYJ,2017,CLE,NYJ,west,west,NYJ_CLI_2017,east,west,west,east,west,east,east,west,2017_05_NYJ_CLE,REG,5,10/8/17,Sunday,13:00,17,14,Home,outdoors,grass,FirstEnergy Stadium,6,7.478333333,310,CLE,Outdoor,-81.699444,41.506111,56.1,E
332,CAR,PHI,2017,CAR,PHI,east,east,PHI_CAR_2017,west,east,east,west,east,west,west,east,2017_06_PHI_CAR,REG,6,10/12/17,Thursday,20:25,28,23,Home,outdoors,grass,Bank of America Stadium,6,7.475,58.39859932,CAR,Outdoor,-80.852778,35.225833,322.4,W
333,WAS,HOU,2018,HOU,WAS,west,east,HST_WAS_2018,west,west,east,east,east,east,west,west,2018_11_HOU_WAS,REG,11,11/18/18,Sunday,13:00,23,21,Home,outdoors,grass,FedExField,7,7.437142857,162.8841715,WAS,Outdoor,-76.864444,38.907778,295,S
334,PHI,IND,2018,PHI,IND,north,south,IND_PHI_2018,south,south,north,north,north,north,south,south,2018_03_IND_PHI,REG,3,9/23/18,Sunday,13:00,16,20,Home,outdoors,grass,Lincoln Financial Field,11,7.434545455,28.3554356,PHI,Outdoor,-75.1675,39.900833,351,N
335,SF,DEN,2018,DEN,SF,north,south,DEN_SF_2018,north,north,south,south,south,south,north,north,2018_14_DEN_SF,REG,14,12/9/18,Sunday,16:05,14,20,Home,outdoors,grass,Levi's Stadium,11,7.434545455,3.560439919,SF,Outdoor,-121.97,37.403,330,N
336,PHI,NYG,2017,NYG,PHI,south,north,NYG_PHI_2017,south,south,north,north,north,north,south,south,2017_03_NYG_PHI,REG,3,9/24/17,Sunday,13:00,24,27,Home,outdoors,grass,Lincoln Financial Field,10,7.432,99.10525342,PHI,Outdoor,-75.1675,39.900833,351,W
337,WAS,DAL,2016,WAS,DAL,west,west,DAL_WAS_2016,east,west,west,east,west,east,east,west,2016_02_DAL_WAS,REG,2,9/18/16,Sunday,13:00,27,23,Home,outdoors,grass,FedExField,7,7.401428571,208.5243324,WAS,Outdoor,-76.864444,38.907778,295,S
338,PHI,ATL,2018,PHI,ATL,north,south,ATL_PHI_2018,south,south,north,north,north,north,south,south,2018_01_ATL_PHI,REG,1,9/6/18,Thursday,20:20,12,18,Home,outdoors,grass,Lincoln Financial Field,10,7.363,351.283585,PHI,Outdoor,-75.1675,39.900833,351,N
339,SEA,ARI,2017,SEA,ARI,south,north,ARZ_SEA_2017,north,north,south,south,south,south,north,north,2017_17_ARI_SEA,REG,17,12/31/17,Sunday,16:25,26,24,Home,outdoors,fieldturf,CenturyLink Field,6,7.361666667,352.9430583,SEA,Outdoor,-122.3316,47.5952,0,N
340,CAR,DAL,2018,CAR,DAL,east,west,DAL_CAR_2018,west,west,east,east,east,east,west,west,2018_01_DAL_CAR,REG,1,9/9/18,Sunday,16:25,8,16,Home,outdoors,grass,Bank of America Stadium,3,7.333333333,33.46943953,CAR,Outdoor,-80.852778,35.225833,322.4,N
341,CHI,DAL,2019,CHI,DAL,south,,DAL_CHI_2019,north,NA,south,NA,south,NA,north,NA,2019_14_DAL_CHI,REG,14,12/5/19,Thursday,20:20,24,31,Home,outdoors,grass,Soldier Field,6,7.333333333,203.2950467,CHI,Outdoor,-87.6167,41.8623,353.9,S
342,CHI,PHI,2016,PHI,CHI,north,south,PHI_CHI_2016,north,north,south,south,south,south,north,north,2016_02_PHI_CHI,REG,2,9/19/16,Monday,20:30,29,14,Home,outdoors,grass,Soldier Field,6,7.331666667,195.0383688,CHI,Outdoor,-87.6167,41.8623,353.9,S
343,BAL,CIN,2017,BAL,CIN,east,east,CIN_BLT_2017,west,east,east,west,east,west,west,east,2017_17_CIN_BAL,REG,17,12/31/17,Sunday,16:25,31,27,Home,outdoors,grass,M&T Bank Stadium,6,7.313333333,282.0357274,BAL,Outdoor,-76.622778,39.278056,289.5,E
344,TB,CAR,2016,CAR,TB,north,north,CAR_TB_2016,north,south,south,north,south,north,north,south,2016_17_CAR_TB,REG,17,1/1/17,Sunday,13:00,16,17,Home,outdoors,grass,Raymond James Stadium,7,7.305714286,197.8386055,TB,Outdoor,-82.503333,27.975833,0,S
345,BAL,DET,2017,DET,BAL,east,west,DET_BLT_2017,east,east,west,west,west,west,east,east,2017_13_DET_BAL,REG,13,12/3/17,Sunday,13:00,20,44,Home,outdoors,grass,M&T Bank Stadium,6,7.291666667,298.2858445,BAL,Outdoor,-76.622778,39.278056,289.5,E
346,LA,TB,2019,LA,TB,east,west,TB_LA_2019,west,west,east,east,east,east,west,west,2019_04_TB_LA,REG,4,9/29/19,Sunday,16:05,55,40,Home,outdoors,grass,Los Angeles Memorial Coliseum,4,7.285,250,LAR,Outdoor,-118.287778,34.014167,90,E
347,BUF,ARI,2016,ARI,BUF,west,west,ARZ_BUF_2016,west,east,east,west,east,west,west,east,2016_03_ARI_BUF,REG,3,9/25/16,Sunday,13:00,18,33,Home,outdoors,a_turf,New Era Field,7,7.28,33.93735108,BUF,Outdoor,-78.787,42.774,302.1,N
348,NE,BUF,2017,BUF,NE,north,south,BUF_NE_2017,north,north,south,south,south,south,north,north,2017_16_BUF_NE,REG,16,12/24/17,Sunday,13:00,16,37,Home,outdoors,fieldturf,Gillette Stadium,9,7.277777778,5.465598059,NE,Outdoor,-71.264,42.091,343,N
349,PIT,BAL,2019,BAL,PIT,north,north,BAL_PIT_2019,north,south,south,north,south,north,north,south,2019_05_BAL_PIT,REG,5,10/6/19,Sunday,13:00,26,23,Home,outdoors,grass,Heinz Field,7,7.245714286,198.5508586,PIT,Outdoor,-80.015833,40.446667,333.9,S
350,GB,DEN,2019,DEN,GB,north,,DEN_GB_2019,north,NA,south,NA,south,NA,north,NA,2019_03_DEN_GB,REG,3,9/22/19,Sunday,13:00,16,27,Home,outdoors,grass,Lambeau Field,5,7.184,211.9703661,GB,Outdoor,-88.062222,44.501389,0,S
351,NYJ,HOU,2018,HOU,NYJ,south,north,HST_NYJ_2018,south,south,north,north,north,north,south,south,2018_15_HOU_NYJ,REG,15,12/15/18,Saturday,16:30,29,22,Home,outdoors,fieldturf,MetLife Stadium,5,7.184,20,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,N
352,BUF,NYJ,2016,BUF,NYJ,east,east,NYJ_BUF_2016,west,east,east,west,east,west,west,east,2016_02_NYJ_BUF,REG,2,9/15/16,Thursday,20:25,37,31,Home,outdoors,a_turf,New Era Field,6,7.146666667,55.07732941,BUF,Outdoor,-78.787,42.774,302.1,W
353,JAX,IND,2016,JAX,IND,east,,IND_JAX_2016,west,NA,east,NA,east,NA,west,NA,2016_04_IND_JAX,REG,4,10/2/16,Sunday,9:30,27,30,Neutral,outdoors,grass,Wembley Stadium,6,7.146666667,335,Wembley,Outdoor,-0.279722,51.555833,90,N
354,KC,LAC,2017,KC,LAC,east,west,LAC_KC_2017,west,west,east,east,east,east,west,west,2017_15_LAC_KC,REG,15,12/16/17,Saturday,20:25,13,30,Home,outdoors,grass,Arrowhead Stadium,6,7.146666667,204.9742235,KC,Outdoor,-94.483889,39.048889,316.3,S
355,WAS,MIN,2016,WAS,MIN,east,east,MIN_WAS_2016,west,east,east,west,east,west,west,east,2016_10_MIN_WAS,REG,10,11/13/16,Sunday,13:00,20,26,Home,outdoors,grass,FedExField,6,7.146666667,244.8640122,WAS,Outdoor,-76.864444,38.907778,295,E
356,SEA,LAC,2018,LAC,SEA,north,south,LAC_SEA_2018,north,north,south,south,south,south,north,north,2018_09_LAC_SEA,REG,9,11/4/18,Sunday,16:05,25,17,Home,outdoors,fieldturf,CenturyLink Field,6,7.145,181.7317215,SEA,Outdoor,-122.3316,47.5952,0,S
357,SF,GB,2019,SF,GB,north,north,GB_SF_2019,south,north,north,south,north,south,south,north,2019_20_GB_SF,CON,20,1/19/20,Sunday,18:40,20,37,Home,outdoors,grass,Levi's Stadium,16,7.139375,15.10038279,SF,Outdoor,-121.97,37.403,330,N
358,BAL,CIN,2019,BAL,CIN,west,west,CIN_BLT_2019,east,west,west,east,west,east,east,west,2019_06_CIN_BAL,REG,6,10/13/19,Sunday,13:00,17,23,Home,outdoors,grass,M&T Bank Stadium,7,7.12,102.2357933,BAL,Outdoor,-76.622778,39.278056,289.5,W
359,PHI,WAS,2016,WAS,PHI,north,south,WAS_PHI_2016,north,north,south,south,south,south,north,north,2016_14_WAS_PHI,REG,14,12/11/16,Sunday,13:00,27,22,Home,outdoors,grass,Lincoln Financial Field,7,7.12,171.2934346,PHI,Outdoor,-75.1675,39.900833,351,S
360,MIA,TB,2017,MIA,TB,west,,TB_MIA_2017,east,NA,west,NA,west,NA,east,NA,2017_11_TB_MIA,REG,11,11/19/17,Sunday,13:00,30,20,Home,outdoors,grass,Hard Rock Stadium,7,7.12,264.2386705,MIA,Outdoor,-80.238889,25.958056,302.1,E
361,LA,MIN,2018,LA,MIN,east,,MIN_LA_2018,west,NA,east,NA,east,NA,west,NA,2018_04_MIN_LA,REG,4,9/27/18,Thursday,20:20,31,38,Home,outdoors,grass,Los Angeles Memorial Coliseum,6,7.106666667,270,LAR,Outdoor,-118.287778,34.014167,90,E
362,TB,SF,2018,SF,TB,south,north,SF_TB_2018,south,south,north,north,north,north,south,south,2018_12_SF_TB,REG,12,11/25/18,Sunday,13:00,9,27,Home,outdoors,grass,Raymond James Stadium,7,7.085714286,268.6754815,TB,Outdoor,-82.503333,27.975833,0,E
363,BAL,PIT,2019,PIT,BAL,west,east,PIT_BLT_2019,west,west,east,east,east,east,west,west,2019_17_PIT_BAL,REG,17,12/29/19,Sunday,16:25,10,28,Home,outdoors,grass,M&T Bank Stadium,6,6.96,73.32956306,BAL,Outdoor,-76.622778,39.278056,289.5,W
364,CHI,JAX,2016,JAX,CHI,south,south,JAX_CHI_2016,south,north,north,south,north,south,south,north,2016_06_JAX_CHI,REG,6,10/16/16,Sunday,13:00,17,16,Home,outdoors,grass,Soldier Field,7,6.96,214.1664282,CHI,Outdoor,-87.6167,41.8623,353.9,S
365,CIN,NE,2019,CIN,NE,south,,NE_CIN_2019,north,NA,south,NA,south,NA,north,NA,2019_15_NE_CIN,REG,15,12/15/19,Sunday,13:00,34,13,Home,outdoors,grass,Paul Brown Stadium,2,6.96,235,CIN,Outdoor,-84.516,39.095,320.6,E
366,CIN,PHI,2016,CIN,PHI,south,south,PHI_CIN_2016,north,south,south,north,south,north,north,south,2016_13_PHI_CIN,REG,13,12/4/16,Sunday,13:00,14,32,Home,outdoors,fieldturf,Paul Brown Stadium,4,6.96,112.3961595,CIN,Outdoor,-84.516,39.095,320.6,W
367,NYG,NO,2018,NYG,NO,north,north,NO_NYG_2018,south,north,north,south,north,south,south,north,2018_04_NO_NYG,REG,4,9/30/18,Sunday,16:25,33,18,Home,outdoors,fieldturf,MetLife Stadium,6,6.96,178.3637274,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,S
368,NYJ,NE,2016,NYJ,NE,east,west,NE_NYJ_2016,west,west,east,east,east,east,west,west,2016_12_NE_NYJ,REG,12,11/27/16,Sunday,16:25,22,17,Home,outdoors,fieldturf,MetLife Stadium,6,6.96,290.3217025,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,E
369,TB,CLE,2018,TB,CLE,north,north,CLI_TB_2018,south,north,north,south,north,south,south,north,2018_07_CLE_TB,REG,7,10/21/18,Sunday,13:00,23,26,Home,outdoors,grass,Raymond James Stadium,7,6.96,35.90202006,TB,Outdoor,-82.503333,27.975833,0,N
370,TEN,IND,2017,IND,TEN,north,south,IND_TEN_2017,north,north,south,south,south,south,north,north,2017_06_IND_TEN,REG,6,10/16/17,Monday,20:30,22,36,Home,outdoors,grass,Nissan Stadium,5,6.96,14.02206722,TEN,Outdoor,-86.771389,36.166389,334.6,N
371,CHI,GB,2019,CHI,GB,south,south,GB_CHI_2019,north,south,south,north,south,north,north,south,2019_01_GB_CHI,REG,1,9/5/19,Thursday,20:20,10,3,Home,outdoors,grass,Soldier Field,6,6.958333333,155.6524524,CHI,Outdoor,-87.6167,41.8623,353.9,S
372,NYJ,PIT,2019,PIT,NYJ,south,,PIT_NYJ_2019,south,NA,north,NA,north,NA,south,NA,2019_16_PIT_NYJ,REG,16,12/22/19,Sunday,13:00,10,16,Home,outdoors,fieldturf,MetLife Stadium,6,6.958333333,227.2445432,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,E
373,NYG,BUF,2019,BUF,NYG,south,north,BUF_NYG_2019,south,south,north,north,north,north,south,south,2019_02_BUF_NYG,REG,2,9/15/19,Sunday,13:00,28,14,Home,outdoors,fieldturf,MetLife Stadium,7,6.925714286,275.5083688,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,E
374,TEN,IND,2016,IND,TEN,south,south,IND_TEN_2016,south,north,north,south,north,south,south,north,2016_07_IND_TEN,REG,7,10/23/16,Sunday,13:00,34,26,Home,outdoors,grass,Nissan Stadium,7,6.924285714,237.1222577,TEN,Outdoor,-86.771389,36.166389,334.6,E
375,GB,NYG,2016,NYG,GB,north,,NYG_GB_2016,north,NA,south,NA,south,NA,north,NA,2016_18_NYG_GB,WC,18,1/8/17,Sunday,16:40,13,38,Home,outdoors,grass,Lambeau Field,6,6.92,185.2368335,GB,Outdoor,-88.062222,44.501389,0,S
376,NE,LA,2016,LA,NE,north,north,LA_NE_2016,north,south,south,north,south,north,north,south,2016_13_LA_NE,REG,13,12/4/16,Sunday,13:00,10,26,Home,outdoors,fieldturf,Gillette Stadium,6,6.918333333,293.2260123,NE,Outdoor,-71.264,42.091,343,E
377,SEA,IND,2017,SEA,IND,north,north,IND_SEA_2017,south,north,north,south,north,south,south,north,2017_04_IND_SEA,REG,4,10/1/17,Sunday,20:30,18,46,Home,outdoors,fieldturf,CenturyLink Field,6,6.916666667,338.0824888,SEA,Outdoor,-122.3316,47.5952,0,N
378,PIT,BAL,2016,PIT,BAL,south,north,BAL_PIT_2016,north,north,south,south,south,south,north,north,2016_16_BAL_PIT,REG,16,12/25/16,Sunday,16:30,27,31,Home,outdoors,grass,Heinz Field,4,6.9,55.46248837,PIT,Outdoor,-80.015833,40.446667,333.9,W
379,SF,CHI,2018,SF,CHI,south,,CHI_SF_2018,north,NA,south,NA,south,NA,north,NA,2018_16_CHI_SF,REG,16,12/23/18,Sunday,16:05,14,9,Home,outdoors,grass,Levi's Stadium,12,6.896666667,301.708138,SF,Outdoor,-121.97,37.403,330,E
380,MIA,BUF,2017,BUF,MIA,east,,BUF_MIA_2017,east,NA,west,NA,west,NA,east,NA,2017_17_BUF_MIA,REG,17,12/31/17,Sunday,16:25,22,16,Home,outdoors,grass,Hard Rock Stadium,3,6.88,53.32956306,MIA,Outdoor,-80.238889,25.958056,302.1,W
381,NYG,DAL,2019,NYG,DAL,north,south,DAL_NYG_2019,south,south,north,north,north,north,south,south,2019_09_DAL_NYG,REG,9,11/4/19,Monday,20:15,37,18,Home,outdoors,fieldturf,MetLife Stadium,3,6.876666667,186.6704369,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,S
382,CAR,NO,2019,CAR,NO,west,east,NO_CAR_2019,east,east,west,west,west,west,east,east,2019_17_NO_CAR,REG,17,12/29/19,Sunday,13:00,42,10,Home,outdoors,grass,Bank of America Stadium,7,6.825714286,165.6658235,CAR,Outdoor,-80.852778,35.225833,322.4,S
383,BUF,TB,2017,BUF,TB,west,east,TB_BUF_2017,east,east,west,west,west,west,east,east,2017_07_TB_BUF,REG,7,10/22/17,Sunday,13:00,27,30,Home,outdoors,a_turf,New Era Field,7,6.8,209.3290717,BUF,Outdoor,-78.787,42.774,302.1,S
384,TB,NO,2019,TB,NO,north,south,NO_TB_2019,south,south,north,north,north,north,south,south,2019_11_NO_TB,REG,11,11/17/19,Sunday,13:00,34,17,Home,outdoors,grass,Raymond James Stadium,7,6.8,326.3092905,TB,Outdoor,-82.503333,27.975833,0,N
385,CIN,BAL,2016,CIN,BAL,south,south,BAL_CIN_2016,north,south,south,north,south,north,north,south,2016_17_BAL_CIN,REG,17,1/1/17,Sunday,13:00,10,27,Home,outdoors,fieldturf,Paul Brown Stadium,6,6.773333333,53.34703584,CIN,Outdoor,-84.516,39.095,320.6,W
386,PHI,PIT,2016,PHI,PIT,south,north,PIT_PHI_2016,north,north,south,south,south,south,north,north,2016_03_PIT_PHI,REG,3,9/25/16,Sunday,16:25,3,34,Home,outdoors,grass,Lincoln Financial Field,6,6.773333333,313.2260123,PHI,Outdoor,-75.1675,39.900833,351,E
387,CAR,GB,2017,CAR,GB,east,west,GB_CAR_2017,west,west,east,east,east,east,west,west,2017_15_GB_CAR,REG,15,12/17/17,Sunday,13:00,24,31,Home,outdoors,grass,Bank of America Stadium,6,6.771666667,214.9742235,CAR,Outdoor,-80.852778,35.225833,322.4,S
388,GB,CHI,2017,CHI,GB,north,,CHI_GB_2017,north,NA,south,NA,south,NA,north,NA,2017_04_CHI_GB,REG,4,9/28/17,Thursday,20:25,14,35,Home,outdoors,grass,Lambeau Field,6,6.771666667,277.8756428,GB,Outdoor,-88.062222,44.501389,0,E
389,SEA,SF,2016,SF,SEA,north,north,SF_SEA_2016,north,south,south,north,south,north,north,south,2016_03_SF_SEA,REG,3,9/25/16,Sunday,16:05,18,37,Home,outdoors,fieldturf,CenturyLink Field,6,6.771666667,318.3210002,SEA,Outdoor,-122.3316,47.5952,0,N
390,NYJ,MIA,2018,NYJ,MIA,south,north,MIA_NYJ_2018,north,north,south,south,south,south,north,north,2018_02_MIA_NYJ,REG,2,9/16/18,Sunday,13:00,20,12,Home,outdoors,fieldturf,MetLife Stadium,5,6.734,168.0048807,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,S
391,BUF,NYJ,2017,NYJ,BUF,west,east,NYJ_BUF_2017,west,west,east,east,east,east,west,west,2017_01_NYJ_BUF,REG,1,9/10/17,Sunday,13:00,12,21,Home,outdoors,a_turf,New Era Field,6,6.733333333,20.05142176,BUF,Outdoor,-78.787,42.774,302.1,N
392,LA,SF,2017,LA,SF,east,,SF_LA_2017,west,NA,east,NA,east,NA,west,NA,2017_17_SF_LA,REG,17,12/31/17,Sunday,16:25,34,13,Home,outdoors,grass,Los Angeles Memorial Coliseum,8,6.7275,247.9466455,LAR,Outdoor,-118.287778,34.014167,90,E
393,KC,HOU,2019,HOU,KC,west,east,HST_KC_2019,west,west,east,east,east,east,west,west,2019_19_HOU_KC,DIV,19,1/12/20,Sunday,15:05,31,51,Home,outdoors,astroturf,Arrowhead Stadium,6,6.723333333,138.3295631,KC,Outdoor,-94.483889,39.048889,316.3,S
394,GB,WAS,2019,GB,WAS,north,,WAS_GB_2019,south,NA,north,NA,north,NA,south,NA,2019_14_WAS_GB,REG,14,12/8/19,Sunday,13:00,15,20,Home,outdoors,grass,Lambeau Field,5,6.686,202.007345,GB,Outdoor,-88.062222,44.501389,0,S
395,NYJ,MIA,2017,MIA,NYJ,east,,MIA_NYJ_2017,east,NA,west,NA,west,NA,east,NA,2017_03_MIA_NYJ,REG,3,9/24/17,Sunday,13:00,6,20,Home,outdoors,fieldturf,MetLife Stadium,4,6.68,348.8080764,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,N
396,SEA,MIN,2018,SEA,MIN,south,south,MIN_SEA_2018,north,south,south,north,south,north,north,south,2018_14_MIN_SEA,REG,14,12/10/18,Monday,20:15,7,21,Home,outdoors,fieldturf,CenturyLink Field,12,6.65,142.5079641,SEA,Outdoor,-122.3316,47.5952,0,S
397,BUF,LAC,2018,BUF,LAC,east,west,LAC_BUF_2018,west,west,east,east,east,east,west,west,2018_02_LAC_BUF,REG,2,9/16/18,Sunday,13:00,31,20,Home,outdoors,a_turf,New Era Field,7,6.64,141.2521407,BUF,Outdoor,-78.787,42.774,302.1,S
398,CAR,ARI,2016,CAR,ARI,west,,ARZ_CAR_2016,east,NA,west,NA,west,NA,east,NA,2016_08_ARI_CAR,REG,8,10/30/16,Sunday,13:00,20,30,Home,outdoors,grass,Bank of America Stadium,7,6.64,238.5508586,CAR,Outdoor,-80.852778,35.225833,322.4,E
399,CIN,PIT,2016,PIT,CIN,north,north,PIT_CIN_2016,north,south,south,north,south,north,north,south,2016_15_PIT_CIN,REG,15,12/18/16,Sunday,13:00,24,20,Home,outdoors,fieldturf,Paul Brown Stadium,7,6.64,297.1535973,CIN,Outdoor,-84.516,39.095,320.6,E
400,NE,NYJ,2018,NYJ,NE,north,south,NYJ_NE_2018,north,north,south,south,south,south,north,north,2018_17_NYJ_NE,REG,17,12/30/18,Sunday,13:00,3,38,Home,outdoors,fieldturf,Gillette Stadium,6,6.628333333,258.6871936,NE,Outdoor,-71.264,42.091,343,E
401,PIT,LA,2019,LA,PIT,south,north,LA_PIT_2019,south,south,north,north,north,north,south,south,2019_10_LA_PIT,REG,10,11/10/19,Sunday,16:25,12,17,Home,outdoors,grass,Heinz Field,4,6.6175,226.6121887,PIT,Outdoor,-80.015833,40.446667,333.9,E
402,GB,MIN,2019,MIN,GB,north,,MIN_GB_2019,north,NA,south,NA,south,NA,north,NA,2019_02_MIN_GB,REG,2,9/15/19,Sunday,13:00,16,21,Home,outdoors,grass,Lambeau Field,7,6.605714286,150.5307623,GB,Outdoor,-88.062222,44.501389,0,S
403,CAR,CIN,2018,CIN,CAR,west,east,CIN_CAR_2018,west,west,east,east,east,east,west,west,2018_03_CIN_CAR,REG,3,9/23/18,Sunday,13:00,21,31,Home,outdoors,grass,Bank of America Stadium,7,6.605714286,31.40522234,CAR,Outdoor,-80.852778,35.225833,322.4,N
404,CAR,ATL,2018,ATL,CAR,west,east,ATL_CAR_2018,west,west,east,east,east,east,west,west,2018_16_ATL_CAR,REG,16,12/23/18,Sunday,13:00,24,10,Home,outdoors,grass,Bank of America Stadium,6,6.586666667,205,CAR,Outdoor,-80.852778,35.225833,322.4,S
405,CHI,MIN,2019,MIN,CHI,north,,MIN_CHI_2019,north,NA,south,NA,south,NA,north,NA,2019_04_MIN_CHI,REG,4,9/29/19,Sunday,16:25,6,16,Home,outdoors,grass,Soldier Field,6,6.586666667,86.74036782,CHI,Outdoor,-87.6167,41.8623,353.9,W
