,home_team,away_team,season.x,def_team_q1,def_team_q3,def_direction_q1,def_direction_q3,game_id.x,home_team_off_direction1,home_team_off_direction3,home_team_off_direction2,home_team_off_direction4,away_team_off_direction1,away_team_off_direction3,away_team_off_direction2,away_team_off_direction4,game_id.y,game_type,week,gameday,weekday,gametime,away_score,home_score,location,roof,surface,stadium.y,n,ws,wd,HomeTeam,RoofType,Longitude,Latitude,StadiumAzimuthAngle,wind_compass
593,PIT,SEA,2019,SEA,PIT,north,north,SEA_PIT_2019,north,south,south,north,south,north,north,south,2019_02_SEA_PIT,REG,2,9/15/19,Sunday,13:00,28,26,Home,outdoors,grass,Heinz Field,5,4.128,265.1805584,PIT,Outdoor,-80.015833,40.446667,333.9,E
594,SF,JAX,2017,JAX,SF,north,south,JAX_SF_2017,north,north,south,south,south,south,north,north,2017_16_JAX_SF,REG,16,12/24/17,Sunday,16:05,33,44,Home,outdoors,grass,Levi's Stadium,8,4.04125,256.1304783,SF,Outdoor,-121.97,37.403,330,E
595,KC,BAL,2018,BAL,KC,east,west,BAL_KC_2018,east,east,west,west,west,west,east,east,2018_14_BAL_KC,REG,14,12/9/18,Sunday,13:00,24,27,Home,outdoors,grass,Arrowhead Stadium,2,4.04,135,KC,Outdoor,-94.483889,39.048889,316.3,S
596,KC,IND,2019,IND,KC,east,west,IND_KC_2019,east,east,west,west,west,west,east,east,2019_05_IND_KC,REG,5,10/6/19,Sunday,20:20,19,13,Home,outdoors,astroturf,Arrowhead Stadium,2,4.04,260,KC,Outdoor,-94.483889,39.048889,316.3,E
597,NYJ,NE,2019,NYJ,NE,south,south,NE_NYJ_2019,north,south,south,north,south,north,north,south,2019_07_NE_NYJ,REG,7,10/21/19,Monday,20:15,33,0,Home,outdoors,fieldturf,MetLife Stadium,2,4.04,330,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,N
598,NYJ,SEA,2016,SEA,NYJ,east,east,SEA_NYJ_2016,east,west,west,east,west,east,east,west,2016_04_SEA_NYJ,REG,4,10/2/16,Sunday,13:00,27,17,Home,outdoors,fieldturf,MetLife Stadium,2,4.04,120,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,W
599,PIT,CIN,2019,PIT,CIN,north,north,CIN_PIT_2019,south,north,north,south,north,south,south,north,2019_04_CIN_PIT,REG,4,9/30/19,Monday,20:15,3,27,Home,outdoors,grass,Heinz Field,2,4.04,140,PIT,Outdoor,-80.015833,40.446667,333.9,S
600,TB,NO,2017,NO,TB,north,north,NO_TB_2017,north,south,south,north,south,north,north,south,2017_17_NO_TB,REG,17,12/31/17,Sunday,16:25,24,31,Home,outdoors,grass,Raymond James Stadium,4,4.04,202.8267064,TB,Outdoor,-82.503333,27.975833,0,S
601,SEA,PHI,2017,PHI,SEA,north,south,PHI_SEA_2017,north,north,south,south,south,south,north,north,2017_13_PHI_SEA,REG,13,12/3/17,Sunday,20:30,10,24,Home,outdoors,fieldturf,CenturyLink Field,5,3.978,127.3623963,SEA,Outdoor,-122.3316,47.5952,0,W
602,NYJ,CLE,2019,NYJ,CLE,north,,CLI_NYJ_2019,south,NA,north,NA,north,NA,south,NA,2019_02_CLE_NYJ,REG,2,9/16/19,Monday,20:15,23,3,Home,outdoors,fieldturf,MetLife Stadium,5,3.904,30,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,N
603,NE,HOU,2017,NE,HOU,south,north,HST_NE_2017,north,north,south,south,south,south,north,north,2017_03_HOU_NE,REG,3,9/24/17,Sunday,13:00,33,36,Home,outdoors,fieldturf,Gillette Stadium,10,3.879,100.6414741,NE,Outdoor,-71.264,42.091,343,W
604,PIT,CLE,2017,CLE,PIT,south,north,CLI_PIT_2017,south,south,north,north,north,north,south,south,2017_17_CLE_PIT,REG,17,12/31/17,Sunday,13:00,24,28,Home,outdoors,grass,Heinz Field,5,3.856,254.4897053,PIT,Outdoor,-80.015833,40.446667,333.9,E
605,BAL,MIA,2017,BAL,MIA,east,east,MIA_BLT_2017,west,east,east,west,east,west,west,east,2017_08_MIA_BAL,REG,8,10/26/17,Thursday,20:25,0,40,Home,outdoors,grass,M&T Bank Stadium,3,3.813333333,250,BAL,Outdoor,-76.622778,39.278056,289.5,E
606,NYG,CHI,2018,NYG,CHI,south,south,CHI_NYG_2018,north,south,south,north,south,north,north,south,2018_13_CHI_NYG,REG,13,12/2/18,Sunday,13:00,27,30,Home,outdoors,fieldturf,MetLife Stadium,3,3.813333333,10,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,N
607,TEN,TB,2019,TEN,TB,south,south,TB_TEN_2019,north,south,south,north,south,north,north,south,2019_08_TB_TEN,REG,8,10/27/19,Sunday,13:00,23,27,Home,outdoors,grass,Nissan Stadium,3,3.813333333,250,TEN,Outdoor,-86.771389,36.166389,334.6,E
608,CIN,WAS,2016,CIN,WAS,east,,WAS_CIN_2016,west,NA,east,NA,east,NA,west,NA,2016_08_WAS_CIN,REG,8,10/30/16,Sunday,9:30,27,27,Neutral,outdoors,grass,Wembley Stadium,7,3.782857143,67.95790705,Wembley,Outdoor,-0.279722,51.555833,90,W
609,SEA,ARI,2018,SEA,ARI,south,north,ARZ_SEA_2018,north,north,south,south,south,south,north,north,2018_17_ARI_SEA,REG,17,12/30/18,Sunday,16:25,24,27,Home,outdoors,fieldturf,CenturyLink Field,5,3.73,150,SEA,Outdoor,-122.3316,47.5952,0,S
610,BAL,HOU,2017,HOU,BAL,east,east,HST_BLT_2017,east,west,west,east,west,east,east,west,2017_12_HOU_BAL,REG,12,11/27/17,Monday,20:30,16,23,Home,outdoors,grass,M&T Bank Stadium,3,3.36,263.1052048,BAL,Outdoor,-76.622778,39.278056,289.5,E
611,BAL,NE,2019,NE,BAL,west,east,NE_BLT_2019,west,west,east,east,east,east,west,west,2019_09_NE_BAL,REG,9,11/3/19,Sunday,20:20,20,37,Home,outdoors,grass,M&T Bank Stadium,3,3.36,260,BAL,Outdoor,-76.622778,39.278056,289.5,E
612,CIN,HOU,2017,CIN,HOU,south,south,HST_CIN_2017,north,south,south,north,south,north,north,south,2017_02_HOU_CIN,REG,2,9/14/17,Thursday,20:25,13,9,Home,outdoors,fieldturf,Paul Brown Stadium,2,3.36,50,CIN,Outdoor,-84.516,39.095,320.6,W
613,LA,ARI,2019,ARI,LA,west,west,ARZ_LA_2019,west,east,east,west,east,west,west,east,2019_17_ARI_LA,REG,17,12/29/19,Sunday,16:25,24,31,Home,outdoors,grass,Los Angeles Memorial Coliseum,1,3.36,260,LAR,Outdoor,-118.287778,34.014167,90,E
614,LA,PHI,2017,LA,PHI,east,,PHI_LA_2017,west,NA,east,NA,east,NA,west,NA,2017_14_PHI_LA,REG,14,12/10/17,Sunday,16:25,43,35,Home,outdoors,grass,Los Angeles Memorial Coliseum,2,3.36,315,LAR,Outdoor,-118.287778,34.014167,90,N
615,NE,SEA,2016,SEA,NE,north,south,SEA_NE_2016,north,north,south,south,south,south,north,north,2016_10_SEA_NE,REG,10,11/13/16,Sunday,20:30,31,24,Home,outdoors,fieldturf,Gillette Stadium,1,3.36,100,NE,Outdoor,-71.264,42.091,343,W
616,NYG,DAL,2016,DAL,NYG,south,south,DAL_NYG_2016,south,north,north,south,north,south,south,north,2016_14_DAL_NYG,REG,14,12/11/16,Sunday,20:30,7,10,Home,outdoors,fieldturf,MetLife Stadium,4,3.36,7.369259788,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,N
617,NYG,TB,2018,TB,NYG,north,north,TB_NYG_2018,north,south,south,north,south,north,north,south,2018_11_TB_NYG,REG,11,11/18/18,Sunday,13:00,35,38,Home,outdoors,fieldturf,MetLife Stadium,1,3.36,130,NYG/NYJ,Outdoor,-74.074361,40.813528,345.5,W
618,PIT,BUF,2019,PIT,BUF,north,north,BUF_PIT_2019,south,north,north,south,north,south,south,north,2019_15_BUF_PIT,REG,15,12/15/19,Sunday,20:20,17,10,Home,outdoors,grass,Heinz Field,1,3.36,140,PIT,Outdoor,-80.015833,40.446667,333.9,S
619,TB,ATL,2017,TB,ATL,north,south,ATL_TB_2017,south,south,north,north,north,north,south,south,2017_15_ATL_TB,REG,15,12/18/17,Monday,20:30,24,21,Home,outdoors,grass,Raymond James Stadium,3,3.36,336.6362726,TB,Outdoor,-82.503333,27.975833,0,N
620,TEN,GB,2016,TEN,GB,north,north,GB_TEN_2016,south,north,north,south,north,south,south,north,2016_10_GB_TEN,REG,10,11/13/16,Sunday,13:00,25,47,Home,outdoors,grass,Nissan Stadium,4,3.36,318.6507077,TEN,Outdoor,-86.771389,36.166389,334.6,N
621,WAS,NYG,2016,NYG,WAS,east,west,NYG_WAS_2016,east,east,west,west,west,west,east,east,2016_17_NYG_WAS,REG,17,1/1/17,Sunday,16:25,19,10,Home,outdoors,grass,FedExField,2,3.36,110,WAS,Outdoor,-76.864444,38.907778,295,W
622,WAS,NYG,2017,WAS,NYG,east,west,NYG_WAS_2017,west,west,east,east,east,east,west,west,2017_12_NYG_WAS,REG,12,11/23/17,Thursday,20:30,10,20,Home,outdoors,grass,FedExField,1,3.36,190,WAS,Outdoor,-76.864444,38.907778,295,S
623,SEA,SF,2018,SEA,SF,north,south,SF_SEA_2018,south,south,north,north,north,north,south,south,2018_13_SF_SEA,REG,13,12/2/18,Sunday,16:25,16,43,Home,outdoors,fieldturf,CenturyLink Field,4,3.11,337.4856207,SEA,Outdoor,-122.3316,47.5952,0,N
624,LA,CIN,2019,LA,CIN,east,,CIN_LA_2019,west,NA,east,NA,east,NA,west,NA,2019_08_CIN_LA,REG,8,10/27/19,Sunday,13:00,10,24,Neutral,outdoors,grass,Wembley Stadium,7,2.914285714,325.3187085,Wembley,Outdoor,-0.279722,51.555833,90,N
625,WAS,CLE,2016,CLE,WAS,west,east,CLI_WAS_2016,west,west,east,east,east,east,west,west,2016_04_CLE_WAS,REG,4,10/2/16,Sunday,13:00,20,31,Home,outdoors,grass,FedExField,6,2.84,152.1241035,WAS,Outdoor,-76.864444,38.907778,295,S
